gene,normal_n,normal_mean,normal_sd,normal_sd_used
LINC00561,113,0.06975044247787611,0.26595731804581707,0.26595731804581707
LINC00566,113,0.01926283185840708,0.11773274076930274,0.11773274076930274
LINC00567,113,1.037567256637168,0.8456445044675434,0.8456445044675434
LINC00564,113,0.02025221238938053,0.15635637356084128,0.15635637356084128
LINC00565,113,3.713820353982301,0.8616379365942779,0.8616379365942779
AC134772.1,113,0.0,0.0,1e-08
AL080243.1,113,0.0,0.0,1e-08
AC097455.1,113,0.0,0.0,1e-08
OR8X1P,113,0.0,0.0,1e-08
AC103686.1,113,0.0,0.0,1e-08
ZNF324B,113,7.460477876106193,0.49285792645231685,0.49285792645231685
RNU6-32P,113,0.0,0.0,1e-08
RP11-330C7.3,113,0.10005398230088496,0.29083121978078325,0.29083121978078325
RPL7P58,113,0.016376106194690265,0.12430653303882092,0.12430653303882092
AC104331.1,113,0.0,0.0,1e-08
RP11-330C7.4,113,0.0,0.0,1e-08
TNR-IT1,113,0.0,0.0,1e-08
MIR548AE1,113,0.0,0.0,1e-08
MIR548AE2,113,0.0,0.0,1e-08
