sample,tumor_expression,normal_mean,normal_sd_used,z_score,two_sided_gaussian_p,DEG_label,abs_z_ge_threshold,MPL_GISTIC,cis_SCNA_event,DEG_if_cis_SCNA_excluded
TCGA-D8-A1Y1-01,0.5213,3.06646460176991,0.673992692165813,-3.7762495518924095,0.00015920748578921693,1,1,-1,0,1
TCGA-E2-A1IH-01,1.4033,3.06646460176991,0.673992692165813,-2.46763002195986,0.013601081604795071,0,0,-1,0,0
TCGA-EW-A1IW-01,1.7956,3.06646460176991,0.673992692165813,-1.885576233306187,0.05935208259830239,0,0,-1,0,0
TCGA-OL-A66J-01,0.7424,3.06646460176991,0.673992692165813,-3.448204452041971,0.0005643266917917214,1,1,0,0,1
TCGA-A7-A0CH-01,1.925,3.06646460176991,0.673992692165813,-1.693586021091593,0.09034397621062243,0,0,0,0,0
TCGA-A7-A13G-01,2.87246526735,3.06646460176991,0.673992692165813,-0.2878359612424155,0.7734723086192954,0,0,0,0,0
TCGA-A7-A3RF-01,1.4564,3.06646460176991,0.673992692165813,-2.3888457849537166,0.0169013951637895,0,0,0,0,0
TCGA-AC-A2FG-01,1.7378,3.06646460176991,0.673992692165813,-1.971333839689522,0.048685703136906684,0,0,0,0,0
TCGA-AC-A3QP-01,0.0,3.06646460176991,0.673992692165813,-4.549700074515809,5.372243278650406e-06,1,1,0,0,1
TCGA-AC-A62Y-01,1.1718,3.06646460176991,0.673992692165813,-2.81110555617685,0.004937158563239003,1,1,0,0,1
TCGA-BH-A18S-01,2.8786,3.06646460176991,0.673992692165813,-0.278733885327784,0.7804490559416857,0,0,0,0,0
TCGA-BH-A1EY-01,1.7756,3.06646460176991,0.673992692165813,-1.9152501455495554,0.05546061019508485,0,0,0,0,0
