sample,tumor_expression,normal_mean,normal_sd_used,z_score,two_sided_gaussian_p,DEG_label,abs_z_ge_threshold,MPL_GISTIC,cis_SCNA_event,DEG_if_cis_SCNA_excluded
TCGA-D8-A1JF-01,1.0457,3.06646460176991,0.673992692165813,-2.998199572871288,0.0027157976705387155,1,1,-1,0,1
TCGA-D8-A73W-01,2.4132,3.06646460176991,0.673992692165813,-0.9692458232309689,0.33242255304000695,0,0,-1,0,0
TCGA-E2-A105-01,1.8689,3.06646460176991,0.673992692165813,-1.7768213449342416,0.075597638806372,0,0,0,0,0
TCGA-E2-A14P-01,1.8772,3.06646460176991,0.673992692165813,-1.7645066713532438,0.07764671314688722,0,0,1,0,0
TCGA-LD-A74U-01,2.3701,3.06646460176991,0.673992692165813,-1.0331931041154279,0.30151353936157865,0,0,1,0,0
TCGA-AC-A2BK-01,1.0083,3.06646460176991,0.673992692165813,-3.0536897887663867,0.002260456896635234,1,1,-1,0,1
TCGA-AO-A1KT-01,1.5837,3.06646460176991,0.673992692165813,-2.199971333524676,0.027808928954213278,0,0,0,0,0
TCGA-BH-A0BV-01,1.1652,3.06646460176991,0.673992692165813,-2.8208979472171616,0.004788943501202228,1,1,-1,0,1
TCGA-BH-A0DO-01,2.5812,3.06646460176991,0.673992692165813,-0.7199849603866734,0.47153425553647704,0,0,0,0,0
TCGA-BH-A0HI-01,1.0788,3.06646460176991,0.673992692165813,-2.949089248108513,0.0031871192283058824,1,1,0,0,1
TCGA-BH-A1FC-01,2.1621,3.06646460176991,0.673992692165813,-1.3418017914464595,0.17966027121485745,0,0,1,0,0
TCGA-BH-A203-01,1.195,3.06646460176991,0.673992692165813,-2.776683817974542,0.0054916572333065525,0,0,-1,0,0
TCGA-C8-A12Q-01,0.6257,3.06646460176991,0.673992692165813,-3.6213517299820257,0.0002930677504706724,1,1,0,0,1
TCGA-E2-A1IL-01,2.8163,3.06646460176991,0.673992692165813,-0.37116812196587684,0.7105123149071604,0,0,0,0,0
TCGA-BH-A0W5-01,1.9225,3.06646460176991,0.673992692165813,-1.697295260122014,0.08964085291561202,0,0,0,0,0
TCGA-BH-A209-01,1.0188,3.06646460176991,0.673992692165813,-3.038110984838619,0.002380662581314227,1,1,-1,0,1
TCGA-D8-A1J8-01,0.5608,3.06646460176991,0.673992692165813,-3.7176435752117567,0.00020108970670148195,1,1,-1,0,1
TCGA-D8-A1JS-01,1.6338,3.06646460176991,0.673992692165813,-2.125638183355038,0.033533397715582176,0,0,0,0,0
TCGA-E2-A2P6-01,1.4481,3.06646460176991,0.673992692165813,-2.4011604585347146,0.016343168325042127,0,0,0,0,0
TCGA-EW-A1P5-01,1.5115,3.06646460176991,0.673992692165813,-2.3070941567232364,0.021049571639978035,0,0,-1,0,0
TCGA-LL-A6FQ-01,0.8358,3.06646460176991,0.673992692165813,-3.3096272818654406,0.0009342027994595514,1,1,0,0,1
TCGA-WT-AB44-01,0.0,3.06646460176991,0.673992692165813,-4.549700074515809,5.372243278650406e-06,1,1,-1,0,1
TCGA-AC-A5EH-01,0.0,3.06646460176991,0.673992692165813,-4.549700074515809,5.372243278650406e-06,1,1,-1,0,1
TCGA-B6-A40B-01,1.3842,3.06646460176991,0.673992692165813,-2.4959686081522765,0.012561371739988472,0,0,-1,0,0
TCGA-BH-A0BP-01,2.7027,3.06646460176991,0.673992692165813,-0.5397159435082097,0.5893929430373809,0,0,0,0,0
TCGA-E2-A14O-01,0.0,3.06646460176991,0.673992692165813,-4.549700074515809,5.372243278650406e-06,1,1,-1,0,1
TCGA-E2-A15G-01,1.8803,3.06646460176991,0.673992692165813,-1.7599072149555215,0.07842353981644953,0,0,0,0,0
TCGA-AC-A8OR-01,2.3018,3.06646460176991,0.673992692165813,-1.1345295144265308,0.25657250062569015,0,0,0,0,0
TCGA-AO-A12G-01,0.7092,3.06646460176991,0.673992692165813,-3.4974631463659627,0.0004697056050390195,1,1,0,0,1
TCGA-D8-A27G-01,1.9077,3.06646460176991,0.673992692165813,-1.7192539551821069,0.08556814013486555,0,0,0,0,0
TCGA-EW-A423-01,1.0843,3.06646460176991,0.673992692165813,-2.940928922241587,0.0032722961106501206,1,1,1,0,1
TCGA-OL-A66P-01,1.1048,3.06646460176991,0.673992692165813,-2.9105131621921343,0.0036083576814474366,1,1,0,0,1
TCGA-V7-A7HQ-01,0.0,3.06646460176991,0.673992692165813,-4.549700074515809,5.372243278650406e-06,1,1,0,0,1
TCGA-A2-A1FV-01,1.1359,3.06646460176991,0.673992692165813,-2.8643702286536965,0.004178393249315634,1,1,0,0,1
TCGA-AC-A3YI-01,2.0363,3.06646460176991,0.673992692165813,-1.528450699457247,0.1264006751674336,0,0,0,0,0
TCGA-AC-A5XS-01,1.2563,3.06646460176991,0.673992692165813,-2.685733276948618,0.007237083543434471,0,0,0,0,0
TCGA-AC-A5XU-01,0.0,3.06646460176991,0.673992692165813,-4.549700074515809,5.372243278650406e-06,1,1,-1,0,1
TCGA-C8-A1HM-01,0.8138,3.06646460176991,0.673992692165813,-3.3422685853331453,0.0008309661226152385,1,1,-1,0,1
TCGA-D8-A142-01,1.9417,3.06646460176991,0.673992692165813,-1.6688083043683803,0.09515537642312412,0,0,-1,0,0
TCGA-D8-A1XY-01,2.7486,3.06646460176991,0.673992692165813,-0.4716143149096789,0.6372021071567191,0,0,-1,0,0
TCGA-E2-A1B4-01,0.0,3.06646460176991,0.673992692165813,-4.549700074515809,5.372243278650406e-06,1,1,0,0,1
TCGA-E2-A1IF-01,0.7385,3.06646460176991,0.673992692165813,-3.4539908649294278,0.000552356085292787,1,1,0,0,1
TCGA-E9-A1RE-01,1.3289,3.06646460176991,0.673992692165813,-2.5780169755051907,0.009936911622402605,0,0,-1,0,0
TCGA-E9-A22A-01,1.5749,3.06646460176991,0.673992692165813,-2.213027854911758,0.02689572530798596,0,0,2,1,0
TCGA-OL-A66H-01,1.5302,3.06646460176991,0.673992692165813,-2.279349048775687,0.022646324515112535,0,0,0,0,0
TCGA-A2-A0CS-01,0.0,3.06646460176991,0.673992692165813,-4.549700074515809,5.372243278650406e-06,1,1,-1,0,1
TCGA-AC-A6IW-01,2.6161,3.06646460176991,0.673992692165813,-0.6682039835219955,0.5040033930121036,0,0,1,0,0
TCGA-AR-A0U0-01,0.0,3.06646460176991,0.673992692165813,-4.549700074515809,5.372243278650406e-06,1,1,0,0,1
TCGA-B6-A0I1-01,2.7685,3.06646460176991,0.673992692165813,-0.44208877222752757,0.658424968830275,0,0,1,0,0
TCGA-B6-A0RP-01,1.769,3.06646460176991,0.673992692165813,-1.9250425365898673,0.054224036931512336,0,0,-1,0,0
TCGA-BH-A0BG-01,2.7815,3.06646460176991,0.673992692165813,-0.42280072926933826,0.6724406555443767,0,0,0,0,0
TCGA-BH-A1FR-01,1.3367,3.06646460176991,0.673992692165813,-2.566444149730277,0.010274717018452418,0,0,0,0,0
TCGA-D8-A1JP-01,2.3201,3.06646460176991,0.673992692165813,-1.1073778847238487,0.2681305833909762,0,0,0,0,0
TCGA-E2-A1LL-01,2.4606,3.06646460176991,0.673992692165813,-0.8989186512141853,0.3686959926197269,0,0,0,0,0
TCGA-LD-A9QF-01,2.0436,3.06646460176991,0.673992692165813,-1.517619721488418,0.12911029225868753,0,0,0,0,0
TCGA-UL-AAZ6-01,0.7649,3.06646460176991,0.673992692165813,-3.414821300768182,0.0006382386923768471,1,1,1,0,1
TCGA-A7-A26H-01,1.7825,3.06646460176991,0.673992692165813,-1.9050126458255934,0.056778427302674093,0,0,0,0,0
TCGA-AC-A62X-01,2.3274,3.06646460176991,0.673992692165813,-1.0965469067550193,0.272839507678459,0,0,1,0,0
TCGA-AC-A8OP-01,0.0,3.06646460176991,0.673992692165813,-4.549700074515809,5.372243278650406e-06,1,1,-1,0,1
TCGA-AC-A8OQ-01,3.4666,3.06646460176991,0.673992692165813,0.5936791346272493,0.5527267412463301,0,0,1,0,0
TCGA-AO-A125-01,1.4961,3.06646460176991,0.673992692165813,-2.32994306915063,0.019809160282434037,0,0,0,0,0
TCGA-BH-A0EA-01,1.6663,3.06646460176991,0.673992692165813,-2.0774180759595646,0.0377629892845837,0,0,0,0,0
TCGA-BH-A18U-01,2.3643,3.06646460176991,0.673992692165813,-1.0417985386660042,0.297505091812295,0,0,-1,0,0
TCGA-D8-A1JL-01,1.6916,3.06646460176991,0.673992692165813,-2.039880576971703,0.04136222173569647,0,0,1,0,0
TCGA-D8-A27H-01,3.7366,3.06646460176991,0.673992692165813,0.9942769499127238,0.32008805431204457,0,0,0,0,0
TCGA-E9-A2JS-01,1.7691,3.06646460176991,0.673992692165813,-1.9248941670286506,0.05424259980002137,0,0,-1,0,0
TCGA-OL-A66K-01,1.8223,3.06646460176991,0.673992692165813,-1.84596156046129,0.06489778701628354,0,0,-1,0,0
TCGA-PE-A5DC-01,0.7596,3.06646460176991,0.673992692165813,-3.4226848875126743,0.0006200591314826636,1,1,0,0,1
TCGA-AC-A8OS-01,2.8232,3.06646460176991,0.673992692165813,-0.36093062224191486,0.7181513111778772,0,0,0,0,0
TCGA-B6-A0RO-01,1.5327,3.06646460176991,0.673992692165813,-2.275639809745266,0.022867576583266047,0,0,-1,0,0
TCGA-BH-A0BW-01,2.4692,3.06646460176991,0.673992692165813,-0.886158868949537,0.3755319242407467,0,0,0,0,0
TCGA-D8-A1Y2-01,0.626,3.06646460176991,0.673992692165813,-3.6209066212983756,0.0002935724656446624,1,1,0,0,1
TCGA-E2-A1IK-01,1.7895,3.06646460176991,0.673992692165813,-1.8946267765404143,0.05814186477876462,0,0,0,0,0
TCGA-E9-A1NH-01,1.6764,3.06646460176991,0.673992692165813,-2.0624327502766633,0.039166553972401166,0,0,-1,0,0
TCGA-E9-A22B-01,0.6365,3.06646460176991,0.673992692165813,-3.605327817370607,0.00031175913860895287,1,1,-1,0,1
TCGA-E9-A295-01,0.0,3.06646460176991,0.673992692165813,-4.549700074515809,5.372243278650406e-06,1,1,-1,0,1
TCGA-OL-A5D6-01,2.9504,3.06646460176991,0.673992692165813,-0.17220454037409105,0.8632767285034779,0,0,0,0,0
TCGA-OL-A66L-01,0.8654,3.06646460176991,0.673992692165813,-3.2657098917452547,0.0010919005134458492,1,1,0,0,1
TCGA-S3-A6ZG-01,2.0892,3.06646460176991,0.673992692165813,-1.449963201573538,0.1470687811439602,0,0,-1,0,0
TCGA-A1-A0SB-01,3.925,3.06646460176991,0.673992692165813,1.2738052032452543,0.20273246068797326,0,0,0,0,0
TCGA-A2-A0EN-01,1.9173,3.06646460176991,0.673992692165813,-1.7050104773052899,0.08819247038242436,0,0,-1,0,0
TCGA-A2-A259-01,1.6837,3.06646460176991,0.673992692165813,-2.051601772307834,0.04020837981711631,0,0,0,0,0
TCGA-A7-A425-01,2.3924,3.06646460176991,0.673992692165813,-1.000106691964072,0.31725887795361546,0,0,0,0,0
TCGA-AQ-A0Y5-01,1.8171,3.06646460176991,0.673992692165813,-1.853676777644566,0.06378541597428888,0,0,-1,0,0
TCGA-AR-A1AK-01,3.128,3.06646460176991,0.673992692165813,0.091299800347021,0.9272543766274888,0,0,0,0,0
TCGA-AR-A2LL-01,0.6912,3.06646460176991,0.673992692165813,-3.524169667384994,0.00042481213627709714,1,1,-1,0,1
TCGA-BH-A18T-01,1.0487,3.06646460176991,0.673992692165813,-2.9937484860347827,0.002755730094206719,1,1,0,0,1
TCGA-C8-A12M-01,0.0,3.06646460176991,0.673992692165813,-4.549700074515809,5.372243278650406e-06,1,1,0,0,1
TCGA-D8-A1JT-01,0.9884,3.06646460176991,0.673992692165813,-3.083215331448539,0.0020477692261853444,1,1,0,0,1
TCGA-E9-A1N3-01,1.8432,3.06646460176991,0.673992692165813,-1.8149523221669701,0.06953123677819527,0,0,0,0,0
TCGA-E9-A1R3-01,0.0,3.06646460176991,0.673992692165813,-4.549700074515809,5.372243278650406e-06,1,1,-1,0,1
TCGA-EW-A1J6-01,1.3514,3.06646460176991,0.673992692165813,-2.544633824231401,0.010939238557086438,0,0,-1,0,0
TCGA-EW-A1PB-01,1.3689,3.06646460176991,0.673992692165813,-2.5186691510184533,0.011779928678230916,0,0,1,0,0
TCGA-LL-A7T0-01,0.0,3.06646460176991,0.673992692165813,-4.549700074515809,5.372243278650406e-06,1,1,0,0,1
TCGA-OL-A5D7-01,0.0,3.06646460176991,0.673992692165813,-4.549700074515809,5.372243278650406e-06,1,1,-1,0,1
TCGA-AN-A0XP-01,0.0,3.06646460176991,0.673992692165813,-4.549700074515809,5.372243278650406e-06,1,1,-1,0,1
TCGA-AO-A12H-01,2.4101,3.06646460176991,0.673992692165813,-0.9738452796286907,0.3301333669372286,0,0,0,0,0
TCGA-AR-A2LE-01,1.4141,3.06646460176991,0.673992692165813,-2.451606109348441,0.014222024784757361,0,0,0,0,0
TCGA-BH-A0H9-01,1.162,3.06646460176991,0.673992692165813,-2.8256457731761007,0.0047185412460691726,1,1,-1,0,1
TCGA-BH-A1FL-01,1.9496,3.06646460176991,0.673992692165813,-1.6570871090322499,0.09750186499418796,0,0,0,0,0
TCGA-D8-A1XQ-01,0.5713,3.06646460176991,0.673992692165813,-3.7020647712839887,0.00021385200349652243,1,1,-1,0,1
TCGA-E2-A56Z-01,1.2176,3.06646460176991,0.673992692165813,-2.743152297139536,0.006085245524269524,0,0,0,0,0
TCGA-E2-A576-01,0.8867,3.06646460176991,0.673992692165813,-3.2341071752060673,0.001220236552192455,1,1,-1,0,1
TCGA-E9-A24A-01,0.6245,3.06646460176991,0.673992692165813,-3.623132164716628,0.00029105700661294067,1,1,0,0,1
TCGA-GM-A2D9-01,1.0788,3.06646460176991,0.673992692165813,-2.949089248108513,0.0031871192283058824,1,1,0,0,1
TCGA-LL-A9Q3-01,0.881,3.06646460176991,0.673992692165813,-3.2425642401954273,0.0011845923926717581,1,1,-1,0,1
TCGA-A7-A6VX-01,2.2812,3.06646460176991,0.673992692165813,-1.1650936440372004,0.2439810893800539,0,0,0,0,0
TCGA-AC-A3OD-01,3.09022769502,3.06646460176991,0.673992692165813,0.03525719718670707,0.971874653790361,0,0,0,0,0
TCGA-AN-A0XN-01,2.8669,3.06646460176991,0.673992692165813,-0.29609312399015497,0.7671589649446376,0,0,0,0,0
TCGA-AR-A0TR-01,2.5261,3.06646460176991,0.673992692165813,-0.8017365886171535,0.4227053461499425,0,0,0,0,0
TCGA-AR-A5QN-01,1.5708,3.06646460176991,0.673992692165813,-2.219111006921649,0.026479173401402118,0,0,-1,0,0
TCGA-AR-A5QQ-01,0.8186,3.06646460176991,0.673992692165813,-3.3351468463947374,0.0008525436568629404,1,1,0,0,1
TCGA-B6-A0RQ-01,2.9756,3.06646460176991,0.673992692165813,-0.13481541094744692,0.8927578209044964,0,0,0,0,0
TCGA-BH-A1EO-01,1.4381,3.06646460176991,0.673992692165813,-2.4159974146563985,0.015692172765857253,0,0,0,0,0
TCGA-C8-A3M8-01,1.3185,3.06646460176991,0.673992692165813,-2.593447409871742,0.009501906996564325,0,0,0,0,0
TCGA-D8-A4Z1-01,0.8382,3.06646460176991,0.673992692165813,-3.3060664123962358,0.0009461565913945916,1,1,0,0,1
TCGA-E2-A154-01,1.3017,3.06646460176991,0.673992692165813,-2.6183734961561713,0.008835004348630427,0,0,-1,0,0
TCGA-E9-A1RF-01,1.1207,3.06646460176991,0.673992692165813,-2.8869224019586563,0.0038903016334692286,1,1,0,0,1
TCGA-EW-A1P1-01,2.9169,3.06646460176991,0.673992692165813,-0.22190834338173338,0.8243852353762781,0,0,0,0,0
TCGA-XX-A89A-01,2.6906,3.06646460176991,0.673992692165813,-0.5576686604154479,0.5770706618369152,0,0,2,1,0
TCGA-A1-A0SO-01,2.2428,3.06646460176991,0.673992692165813,-1.222067555544468,0.22168208112038876,0,0,1,0,0
TCGA-A2-A0CW-01,2.1478,3.06646460176991,0.673992692165813,-1.363018638700468,0.1728766365196314,0,0,-1,0,0
TCGA-A2-A0YF-01,2.4411,3.06646460176991,0.673992692165813,-0.9278507156514695,0.35348501235559965,0,0,-1,0,0
TCGA-A2-A0YM-01,3.8832,3.06646460176991,0.673992692165813,1.2117867266566145,0.22559403052916666,0,0,2,1,0
TCGA-AN-A0XV-01,0.6463,3.06646460176991,0.673992692165813,-3.5907876003713564,0.0003296802229264416,1,1,0,0,1
TCGA-B6-A0WV-01,0.7662,3.06646460176991,0.673992692165813,-3.4128924964723626,0.0006427729274198976,1,1,-1,0,1
TCGA-BH-A1EX-01,1.9882,3.06646460176991,0.673992692165813,-1.5998164584025487,0.10963930655248423,0,0,0,0,0
TCGA-C8-A12L-01,0.7432,3.06646460176991,0.673992692165813,-3.4470174955522364,0.0005668118748231925,1,1,-1,0,1
TCGA-E2-A10B-01,1.753,3.06646460176991,0.673992692165813,-1.948781666384562,0.051321504105682716,0,0,0,0,0
TCGA-E9-A1RD-01,2.3704,3.06646460176991,0.673992692165813,-1.0327479954317769,0.3017218463827737,0,0,0,0,0
TCGA-GM-A4E0-01,2.0356,3.06646460176991,0.673992692165813,-1.5294892863857652,0.12614319300811389,0,0,-1,0,0
TCGA-LL-A73Y-01,3.1404,3.06646460176991,0.673992692165813,0.1096976259379094,0.9126491832814773,0,0,1,0,0
TCGA-OL-A97C-01,1.0601,3.06646460176991,0.673992692165813,-2.9768343560560626,0.002912413174447695,1,1,0,0,1
TCGA-S3-AA11-01,2.0092,3.06646460176991,0.673992692165813,-1.568658850547012,0.11672745169014216,0,0,0,0,0
TCGA-A2-A04N-01,1.8251,3.06646460176991,0.673992692165813,-1.8418072127472187,0.06550335465522832,0,0,0,0,0
TCGA-A2-A0SU-01,1.5921,3.06646460176991,0.673992692165813,-2.1875082903824614,0.028705438674581318,0,0,0,0,0
TCGA-A2-A25F-01,0.9523,3.06646460176991,0.673992692165813,-3.1367767430478186,0.0017081614455011673,1,1,0,0,1
TCGA-A2-A4S1-01,0.0,3.06646460176991,0.673992692165813,-4.549700074515809,5.372243278650406e-06,1,1,0,0,1
TCGA-AC-A3YJ-01,1.9908,3.06646460176991,0.673992692165813,-1.595958849810911,0.11049798100637637,0,0,0,0,0
TCGA-AR-A0TV-01,2.8751,3.06646460176991,0.673992692165813,-0.2839268199703732,0.7764664625695903,0,0,0,0,0
TCGA-BH-A1FJ-01,2.5096,3.06646460176991,0.673992692165813,-0.8262175662179327,0.4086806852759314,0,0,0,0,0
TCGA-D8-A1X9-01,1.5139,3.06646460176991,0.673992692165813,-2.303533287254032,0.021248856503345077,0,0,0,0,0
TCGA-D8-A27E-01,2.7409,3.06646460176991,0.673992692165813,-0.4830387711233762,0.6290682074823819,0,0,0,0,0
TCGA-E2-A15M-01,2.1561,3.06646460176991,0.673992692165813,-1.3507039651194703,0.1767902816219722,0,0,0,0,0
TCGA-E9-A1R4-01,1.5837,3.06646460176991,0.673992692165813,-2.199971333524676,0.027808928954213278,0,0,-1,0,0
TCGA-OL-A5S0-01,1.7252,3.06646460176991,0.673992692165813,-1.990028404402844,0.04658780662219208,0,0,0,0,0
TCGA-W8-A86G-01,0.8247,3.06646460176991,0.673992692165813,-3.3260963031605097,0.0008807149396512462,1,1,0,0,1
TCGA-A7-A26I-01,4.47077808095,3.06646460176991,0.673992692165813,2.083573747168472,0.037198957070451295,0,0,0,0,0
TCGA-AC-A2FB-01,1.9818,3.06646460176991,0.673992692165813,-1.6093121103204266,0.10754811234737503,0,0,0,0,0
TCGA-AC-A2FO-01,2.4299,3.06646460176991,0.673992692165813,-0.9444681065077559,0.34493049240411544,0,0,0,0,0
TCGA-AC-A3W5-01,1.193,3.06646460176991,0.673992692165813,-2.779651209198879,0.005441731218006881,0,0,0,0,0
TCGA-AR-A1AW-01,1.1884,3.06646460176991,0.673992692165813,-2.7864762090148543,0.005328452928758085,0,0,-1,0,0
TCGA-AR-A1AY-01,3.0955,3.06646460176991,0.673992692165813,0.04307969295154693,0.9656380069461786,0,0,0,0,0
TCGA-AR-A24H-01,0.5237,3.06646460176991,0.673992692165813,-3.7726886824232055,0.00016149774983467948,1,1,-1,0,1
TCGA-AR-A2LN-01,2.7694,3.06646460176991,0.673992692165813,-0.44075344617657586,0.6593914995316354,0,0,0,0,0
TCGA-BH-A0H7-01,1.0481,3.06646460176991,0.673992692165813,-2.9946387034020843,0.0027477009581327325,1,1,-1,0,1
TCGA-BH-A0HP-01,1.8825,3.06646460176991,0.673992692165813,-1.7566430846087508,0.07897866435072422,0,0,0,0,0
TCGA-C8-A133-01,1.2016,3.06646460176991,0.673992692165813,-2.766891426934231,0.005659359967799948,0,0,0,0,0
TCGA-D8-A1Y0-01,2.0468,3.06646460176991,0.673992692165813,-1.5128718955294786,0.1303122020144586,0,0,0,0,0
TCGA-E2-A15L-01,1.6389,3.06646460176991,0.673992692165813,-2.1180713357329792,0.03416902669139853,0,0,0,0,0
TCGA-E2-A15T-01,2.2612,3.06646460176991,0.673992692165813,-1.1947675562805689,0.23217785952815084,0,0,0,0,0
TCGA-E9-A5FL-01,1.0304,3.06646460176991,0.673992692165813,-3.0209001157374646,0.00252024483024196,1,1,0,0,1
TCGA-GM-A5PX-01,0.6237,3.06646460176991,0.673992692165813,-3.624319121206363,0.00028972369826923755,1,1,0,0,1
TCGA-S3-AA10-01,1.6111,3.06646460176991,0.673992692165813,-2.1593180737512614,0.030825498904400738,0,0,0,0,0
TCGA-AR-A0TX-01,1.0939,3.06646460176991,0.673992692165813,-2.92668544436477,0.003425951912010772,1,1,0,0,1
TCGA-AR-A1AX-01,2.4705,3.06646460176991,0.673992692165813,-0.884230064653718,0.3765720319421758,0,0,0,0,0
TCGA-BH-A0DL-01,1.6435,3.06646460176991,0.673992692165813,-2.1112463359170044,0.034751143996565696,0,0,1,0,0
TCGA-BH-A201-01,1.0565,3.06646460176991,0.673992692165813,-2.9821756602598692,0.0028620772966205677,1,1,0,0,1
TCGA-C8-A135-01,1.9929,3.06646460176991,0.673992692165813,-1.5928430890253573,0.11119539603242544,0,0,-1,0,0
TCGA-D8-A1XA-01,3.0957,3.06646460176991,0.673992692165813,0.04337643207398058,0.9654014644952954,0,0,0,0,0
TCGA-D8-A27P-01,2.3422,3.06646460176991,0.673992692165813,-1.0745882116949266,0.28255913193476123,0,0,0,0,0
TCGA-E2-A109-01,1.6456,3.06646460176991,0.673992692165813,-2.1081305751314505,0.035019696379011776,0,0,-1,0,0
TCGA-E2-A14Z-01,1.2741,3.06646460176991,0.673992692165813,-2.65932349505202,0.007829774376273456,0,0,-1,0,0
TCGA-E2-A15F-01,2.706,3.06646460176991,0.673992692165813,-0.5348197479880541,0.5927745060990048,0,0,0,0,0
TCGA-E2-A15R-01,1.1935,3.06646460176991,0.673992692165813,-2.778909361392795,0.005454174158811626,0,0,-1,0,0
TCGA-E9-A1R7-01,1.497,3.06646460176991,0.673992692165813,-2.328607743099678,0.019879855490437137,0,0,2,1,0
TCGA-EW-A1P6-01,1.3921,3.06646460176991,0.673992692165813,-2.484247412816146,0.012982557307620707,0,0,0,0,0
TCGA-LL-A5YL-01,0.0,3.06646460176991,0.673992692165813,-4.549700074515809,5.372243278650406e-06,1,1,-1,0,1
TCGA-PE-A5DD-01,2.0779,3.06646460176991,0.673992692165813,-1.4667289619910409,0.14244980099773388,0,0,0,0,0
TCGA-S3-A6ZF-01,1.4421,3.06646460176991,0.673992692165813,-2.410062632207725,0.015949782151551895,0,0,-1,0,0
TCGA-S3-AA17-01,1.9706,3.06646460176991,0.673992692165813,-1.625929501176713,0.1039646534674183,0,0,0,0,0
TCGA-5L-AAT1-01,1.1299,3.06646460176991,0.673992692165813,-2.873272402326707,0.004062436715781124,1,1,0,0,1
TCGA-A2-A0YD-01,2.0577,3.06646460176991,0.673992692165813,-1.496699613356843,0.1344714369276132,0,0,0,0,0
TCGA-A2-A0YG-01,1.7226,3.06646460176991,0.673992692165813,-1.9938860129944822,0.04616451283871309,0,0,-1,0,0
TCGA-A2-A1FZ-01,1.6279,3.06646460176991,0.673992692165813,-2.134391987466832,0.03281070692954645,0,0,0,0,0
TCGA-AC-A4ZE-01,3.4472,3.06646460176991,0.673992692165813,0.5648954397511817,0.5721448856408999,0,0,0,0,0
TCGA-AN-A0XS-01,0.6015,3.06646460176991,0.673992692165813,-3.6572571637965017,0.0002549285839521554,1,1,-1,0,1
TCGA-AO-A12B-01,2.0856,3.06646460176991,0.673992692165813,-1.4553045057773444,0.14558497980572796,0,0,0,0,0
TCGA-BH-A0DH-01,0.677,3.06646460176991,0.673992692165813,-3.5452381450777857,0.0003922585148587103,1,1,0,0,1
TCGA-BH-A0DI-01,1.5653,3.06646460176991,0.673992692165813,-2.2272713327885754,0.025929145240020723,0,0,0,0,0
TCGA-BH-A18H-01,0.8542,3.06646460176991,0.673992692165813,-3.2823272826015413,0.0010295403488845883,1,1,0,0,1
TCGA-BH-A5J0-01,0.0,3.06646460176991,0.673992692165813,-4.549700074515809,5.372243278650406e-06,1,1,-1,0,1
TCGA-C8-A274-01,2.7524,3.06646460176991,0.673992692165813,-0.4659762715834389,0.6412324851959295,0,0,-1,0,0
TCGA-E2-A1AZ-01,0.0,3.06646460176991,0.673992692165813,-4.549700074515809,5.372243278650406e-06,1,1,1,0,1
TCGA-E2-A1BC-01,0.0,3.06646460176991,0.673992692165813,-4.549700074515809,5.372243278650406e-06,1,1,0,0,1
TCGA-E9-A1R5-01,1.0734,3.06646460176991,0.673992692165813,-2.957101204414223,0.0031054617150518145,1,1,-1,0,1
TCGA-E9-A1R6-01,1.9814,3.06646460176991,0.673992692165813,-1.6099055885652938,0.1074184687788493,0,0,0,0,0
TCGA-E9-A1RH-01,1.4323,3.06646460176991,0.673992692165813,-2.4246028492069756,0.015325141704879156,0,0,-1,0,0
TCGA-E9-A2JT-01,1.6702,3.06646460176991,0.673992692165813,-2.0716316630721074,0.038299804742631144,0,0,0,0,0
TCGA-E9-A54Y-01,0.0,3.06646460176991,0.673992692165813,-4.549700074515809,5.372243278650406e-06,1,1,-1,0,1
TCGA-GI-A2C8-01,2.379,3.06646460176991,0.673992692165813,-1.0199882131671285,0.30773405084844707,0,0,-1,0,0
TCGA-GM-A3NW-01,2.0492,3.06646460176991,0.673992692165813,-1.509311026060275,0.13121931830003322,0,0,-1,0,0
TCGA-GM-A5PV-01,0.6728,3.06646460176991,0.673992692165813,-3.5514696666488934,0.0003830861467754805,1,1,0,0,1
TCGA-OL-A5RU-01,1.2521,3.06646460176991,0.673992692165813,-2.6919647985197255,0.007103244224462298,0,0,0,0,0
TCGA-S3-AA0Z-01,2.9288,3.06646460176991,0.673992692165813,-0.2042523655969294,0.838156291954644,0,0,0,0,0
TCGA-UU-A93S-01,1.0573,3.06646460176991,0.673992692165813,-2.980988703770135,0.0028731939100501086,1,1,0,0,1
TCGA-3C-AALJ-01,1.9029,3.06646460176991,0.673992692165813,-1.726375694120515,0.08427984560343724,0,0,-1,0,0
TCGA-A2-A0ST-01,2.7068,3.06646460176991,0.673992692165813,-0.5336327914983194,0.5935956164328844,0,0,0,0,0
TCGA-A2-A0SY-01,2.4807,3.06646460176991,0.673992692165813,-0.8690963694095998,0.38479442235582684,0,0,0,0,0
TCGA-A2-A0T4-01,0.0,3.06646460176991,0.673992692165813,-4.549700074515809,5.372243278650406e-06,1,1,-1,0,1
TCGA-A2-A0YI-01,2.3863,3.06646460176991,0.673992692165813,-1.0091572351982994,0.31289923235338396,0,0,1,0,0
TCGA-A2-A1FW-01,2.1249,3.06646460176991,0.673992692165813,-1.3969952682191253,0.1624149940367374,0,0,-1,0,0
TCGA-A2-A4S2-01,1.3495,3.06646460176991,0.673992692165813,-2.547452845894521,0.010851251712811769,0,0,0,0,0
TCGA-A7-A0DA-01,2.8213,3.06646460176991,0.673992692165813,-0.3637496439050349,0.7160449685948725,0,0,1,0,0
