gene,scna_count,scna_frequency,mutation_count,mutation_frequency,combined_count,combined_frequency,selected_top500
RNA5S8,89,0.11424903722721438,0,0.0,89,0.11424903722721438,False
RNA5S9,89,0.11424903722721438,0,0.0,89,0.11424903722721438,False
RNA5SP18,89,0.11424903722721438,0,0.0,89,0.11424903722721438,False
RNA5SP19,89,0.11424903722721438,0,0.0,89,0.11424903722721438,False
RNF187,89,0.11424903722721438,0,0.0,89,0.11424903722721438,False
SDHC,89,0.11424903722721438,0,0.0,89,0.11424903722721438,False
SNORA51|ENSG00000206878.1,89,0.11424903722721438,0,0.0,89,0.11424903722721438,False
SNORD60|ENSG00000252692.1,89,0.11424903722721438,0,0.0,89,0.11424903722721438,False
SNRPE,89,0.11424903722721438,0,0.0,89,0.11424903722721438,False
SRP9,89,0.11424903722721438,0,0.0,89,0.11424903722721438,False
snoU13|ENSG00000238545.1,89,0.11424903722721438,0,0.0,89,0.11424903722721438,False
snoU13|ENSG00000239094.1,89,0.11424903722721438,0,0.0,89,0.11424903722721438,False
C1orf226,88,0.11296534017971759,2,0.0025673940949935813,89,0.11424903722721438,False
FCRLA,88,0.11296534017971759,2,0.0025673940949935813,89,0.11424903722721438,False
PPP1R1B,88,0.11296534017971759,2,0.0025673940949935813,89,0.11424903722721438,False
SLAMF6,88,0.11296534017971759,2,0.0025673940949935813,89,0.11424903722721438,False
TUFT1,88,0.11296534017971759,2,0.0025673940949935813,89,0.11424903722721438,False
C1orf192,88,0.11296534017971759,1,0.0012836970474967907,89,0.11424903722721438,False
DPM3,88,0.11296534017971759,1,0.0012836970474967907,89,0.11424903722721438,False
DUSP12,88,0.11296534017971759,1,0.0012836970474967907,89,0.11424903722721438,False
FCGR2B,88,0.11296534017971759,1,0.0012836970474967907,89,0.11424903722721438,False
FCGR3A,88,0.11296534017971759,1,0.0012836970474967907,89,0.11424903722721438,False
IDO2,88,0.11296534017971759,1,0.0012836970474967907,89,0.11424903722721438,False
