Gene_pair,Number of appearances as partners in the same branch,Rank of number of appearances as partners in the same branch,Branch,Start_gene,Finish_gene
OR2AK2_0___ENPP2,33,420.0,0,OR2AK2,ENPP2
MYEOV_0___SHANK2,33,420.0,0,MYEOV,SHANK2
PLD5_0___OR2T3,33,420.0,0,PLD5,OR2T3
OBSCN_0___GATA3,33,420.0,0,OBSCN,GATA3
NOTCH2_0___CSMD1,33,420.0,0,NOTCH2,CSMD1
DNAH14_0___ZP4,33,420.0,0,DNAH14,ZP4
OR2C3_0___NDUFB9,33,420.0,0,OR2C3,NDUFB9
TCHH_0___CDH1,33,420.0,0,TCHH,CDH1
ADSS_0___NDUFB9,33,420.0,0,ADSS,NDUFB9
NOTCH2_1___PIK3CA,33,420.0,1,NOTCH2,PIK3CA
OR2T3_0___EFR3A,33,420.0,0,OR2T3,EFR3A
NOTCH2_0___ERBB2,33,420.0,0,NOTCH2,ERBB2
ZNF670_0___ZP4,33,420.0,0,ZNF670,ZP4
GLI4_0___CDH1,33,420.0,0,GLI4,CDH1
PLD5_0___ERBB2,33,420.0,0,PLD5,ERBB2
NDUFB9_0___CDH1,33,420.0,0,NDUFB9,CDH1
OR2C3_0___PVT1,33,420.0,0,OR2C3,PVT1
CDC42BPA_0___GPR137B,33,420.0,0,CDC42BPA,GPR137B
MYEOV_0___GLI4,33,420.0,0,MYEOV,GLI4
CDH1_0___ERBB2,33,420.0,0,CDH1,ERBB2
TACC1_0___CDH1,33,420.0,0,TACC1,CDH1
RIMS2_0___SLC26A7,32,466.0,0,RIMS2,SLC26A7
FLG_0___PIK3CA,32,466.0,0,FLG,PIK3CA
MYEOV_1___CSMD1,32,466.0,1,MYEOV,CSMD1
TCHH_0___EFR3A,32,466.0,0,TCHH,EFR3A
OR2C3_0___ZP4,32,466.0,0,OR2C3,ZP4
GATA3_0___OBSCN,32,466.0,0,GATA3,OBSCN
CDH1_0___TTN,32,466.0,0,CDH1,TTN
MYEOV_1___SPTA1,32,466.0,1,MYEOV,SPTA1
MYEOV_0___CNBD1,32,466.0,0,MYEOV,CNBD1
TRIM67_0___ZFPM2,32,466.0,0,TRIM67,ZFPM2
TARBP1_0___TCHH,32,466.0,0,TARBP1,TCHH
DNAH14_0___ERBB2,32,466.0,0,DNAH14,ERBB2
TRIM67_0___RAD54B,32,466.0,0,TRIM67,RAD54B
OR2T2_0___HHLA1,32,466.0,0,OR2T2,HHLA1
GATA3_0___CSMD1,32,466.0,0,GATA3,CSMD1
CSMD1_0___PDE4DIP,32,466.0,0,CSMD1,PDE4DIP
ZFPM2_0___FAM135B,32,466.0,0,ZFPM2,FAM135B
TRIM67_0___OBSCN,32,466.0,0,TRIM67,OBSCN
TRIM67_0___ZNF670,32,466.0,0,TRIM67,ZNF670
OR2T34_0___RAD54B,32,466.0,0,OR2T34,RAD54B
CSMD1_0___OXR1,32,466.0,0,CSMD1,OXR1
HHLA1_0___TP53,32,466.0,0,HHLA1,TP53
COL22A1_0___NOTCH2,32,466.0,0,COL22A1,NOTCH2
BAALC_0___GATA3,32,466.0,0,BAALC,GATA3
COL22A1_0___OR2T2,32,466.0,0,COL22A1,OR2T2
GPR137B_0___ERBB2,32,466.0,0,GPR137B,ERBB2
OR2T1_0___TP53,32,466.0,0,OR2T1,TP53
NDUFB9_0___OR2T34,32,466.0,0,NDUFB9,OR2T34
GPR137B_0___PLD5,32,466.0,0,GPR137B,PLD5
NDUFB9_0___EFR3A,32,466.0,0,NDUFB9,EFR3A
TTN_0___TCHH,32,466.0,0,TTN,TCHH
AHCTF1_0___ZP4,32,466.0,0,AHCTF1,ZP4
ZFPM2_0___HHLA1,32,466.0,0,ZFPM2,HHLA1
TTN_1___RIMS2,32,466.0,1,TTN,RIMS2
OR14K1_0___PIK3CA,32,466.0,0,OR14K1,PIK3CA
PLEKHA6_0___ERBB2,32,466.0,0,PLEKHA6,ERBB2
ZFPM2_0___OR2T1,32,466.0,0,ZFPM2,OR2T1
GPR137B_0___OR2T3,32,466.0,0,GPR137B,OR2T3
NDUFB9_0___RAD54B,32,466.0,0,NDUFB9,RAD54B
OR2C3_0___HSF1,32,466.0,0,OR2C3,HSF1
TTN_1___TCHH,32,466.0,1,TTN,TCHH
PLEKHA6_0___NOTCH2,32,466.0,0,PLEKHA6,NOTCH2
PKHD1L1_0___PIK3CA,32,466.0,0,PKHD1L1,PIK3CA
RN7SL350P_0___EFR3A,32,466.0,0,RN7SL350P,EFR3A
CDC42BPA_0___PVT1,32,466.0,0,CDC42BPA,PVT1
ZFPM2_0___SHANK2,32,466.0,0,ZFPM2,SHANK2
OR2C3_0___TTN,32,466.0,0,OR2C3,TTN
GPR137B_0___PVT1,32,466.0,0,GPR137B,PVT1
ZFPM2_0___DNAH14,32,466.0,0,ZFPM2,DNAH14
OR2T34_0___KCNQ3,32,466.0,0,OR2T34,KCNQ3
ZFPM2_0___HMCN1,32,466.0,0,ZFPM2,HMCN1
TTN_0___PLEKHA6,32,466.0,0,TTN,PLEKHA6
PLD5_0___TCHH,31,515.0,0,PLD5,TCHH
OR2T3_0___NOTCH2,31,515.0,0,OR2T3,NOTCH2
AHCTF1_0___EFR3A,31,515.0,0,AHCTF1,EFR3A
USH2A_0___GATA3,31,515.0,0,USH2A,GATA3
MYEOV_0___OBSCN,31,515.0,0,MYEOV,OBSCN
CYP11B1_0___PIK3CA,31,515.0,0,CYP11B1,PIK3CA
FLG_0___TP53,31,515.0,0,FLG,TP53
AHCTF1_0___CSMD1,31,515.0,0,AHCTF1,CSMD1
CSMD1_0___DENND3,31,515.0,0,CSMD1,DENND3
MYEOV_0___HSF1,31,515.0,0,MYEOV,HSF1
ERBB2_0___TTN,31,515.0,0,ERBB2,TTN
NOTCH2_0___TCHH,31,515.0,0,NOTCH2,TCHH
ZFPM2_0___SLC52A2,31,515.0,0,ZFPM2,SLC52A2
AHCTF1_0___PVT1,31,515.0,0,AHCTF1,PVT1
KCNQ3_0___PIK3CA,31,515.0,0,KCNQ3,PIK3CA
CDH1_0___CSMD1,31,515.0,0,CDH1,CSMD1
OR2T2_0___ZFPM2,31,515.0,0,OR2T2,ZFPM2
RAD54B_0___CDH1,31,515.0,0,RAD54B,CDH1
ADSS_0___ERBB2,31,515.0,0,ADSS,ERBB2
MYEOV_1___FLG,31,515.0,1,MYEOV,FLG
OR2T34_0___ERBB2,31,515.0,0,OR2T34,ERBB2
USH2A_0___ERBB2,31,515.0,0,USH2A,ERBB2
HMCN1_0___TP53,31,515.0,0,HMCN1,TP53
GPR137B_0___NOTCH2,31,515.0,0,GPR137B,NOTCH2
PDE4DIP_0___PIK3CA,31,515.0,0,PDE4DIP,PIK3CA
TMEM74_0___PIK3CA,31,515.0,0,TMEM74,PIK3CA
ZFPM2_0___MIR30D,31,515.0,0,ZFPM2,MIR30D
OR2C3_0___ERBB2,31,515.0,0,OR2C3,ERBB2
ANO1_0___PIK3CA,31,515.0,0,ANO1,PIK3CA
RIMS2_0___TCHH,31,515.0,0,RIMS2,TCHH
ZFPM2_0___COL22A1,31,515.0,0,ZFPM2,COL22A1
TBC1D31_0___PIK3CA,31,515.0,0,TBC1D31,PIK3CA
CDC42BPA_0___ADSS,31,515.0,0,CDC42BPA,ADSS
PVT1_0___TP53,31,515.0,0,PVT1,TP53
TARBP1_0___OBSCN,31,515.0,0,TARBP1,OBSCN
ADSS_0___OR2T3,31,515.0,0,ADSS,OR2T3
PLEKHA6_0___OR2T2,31,515.0,0,PLEKHA6,OR2T2
IRF2BP2_0___PIK3CA,31,515.0,0,IRF2BP2,PIK3CA
AHCTF1_1___CDH1,31,515.0,1,AHCTF1,CDH1
ZFPM2_0___MYEOV,31,515.0,0,ZFPM2,MYEOV
TCHH_0___ENPP2,31,515.0,0,TCHH,ENPP2
ZFPM2_0___GDF6,31,515.0,0,ZFPM2,GDF6
TRIM67_0___HSF1,31,515.0,0,TRIM67,HSF1
TRIM67_0___RYR2,31,515.0,0,TRIM67,RYR2
PIK3CA_0___RYR2,31,515.0,0,PIK3CA,RYR2
TTN_0___KCNQ3,31,515.0,0,TTN,KCNQ3
MYEOV_1___TARBP1,31,515.0,1,MYEOV,TARBP1
FMN2_0___PIK3CA,30,564.0,0,FMN2,PIK3CA
EFR3A_0___CDH1,30,564.0,0,EFR3A,CDH1
MYEOV_0___PDE4DIP,30,564.0,0,MYEOV,PDE4DIP
BAALC_0___NOTCH2,30,564.0,0,BAALC,NOTCH2
MYEOV_0___FER1L6,30,564.0,0,MYEOV,FER1L6
OR2C3_0___PLD5,30,564.0,0,OR2C3,PLD5
OR2T2_0___ADSS,30,564.0,0,OR2T2,ADSS
PLD5_0___TTN,30,564.0,0,PLD5,TTN
CSMD1_0___ANO1,30,564.0,0,CSMD1,ANO1
MYEOV_1___ERLIN2,30,564.0,1,MYEOV,ERLIN2
TTN_0___DENND3,30,564.0,0,TTN,DENND3
ORAOV1_0___PIK3CA,30,564.0,0,ORAOV1,PIK3CA
CSMD1_0___HSF1,30,564.0,0,CSMD1,HSF1
OR2C3_0___NOTCH2,30,564.0,0,OR2C3,NOTCH2
RN7SL350P_0___NDUFB9,30,564.0,0,RN7SL350P,NDUFB9
CSMD1_0___SLC52A2,30,564.0,0,CSMD1,SLC52A2
CDC42BPA_0___ENPP2,30,564.0,0,CDC42BPA,ENPP2
CSMD1_0___DNAH14,30,564.0,0,CSMD1,DNAH14
OR2T2_0___SHANK2,30,564.0,0,OR2T2,SHANK2
MYEOV_0___ANO1,30,564.0,0,MYEOV,ANO1
NDUFB9_0___PLEC,30,564.0,0,NDUFB9,PLEC
ZNF670_0___OR2C3,30,564.0,0,ZNF670,OR2C3
PPFIA1_0___TTN,30,564.0,0,PPFIA1,TTN
CYP11B1_0___TCHH,30,564.0,0,CYP11B1,TCHH
ADSS_0___TRPS1,30,564.0,0,ADSS,TRPS1
ADSS_0___PVT1,30,564.0,0,ADSS,PVT1
SPTA1_0___NOTCH2,30,564.0,0,SPTA1,NOTCH2
MIR30D_0___TP53,30,564.0,0,MIR30D,TP53
SLC26A7_0___TP53,30,564.0,0,SLC26A7,TP53
OR2T3_0___AHCTF1,30,564.0,0,OR2T3,AHCTF1
ERBB2_1___GATA3,30,564.0,1,ERBB2,GATA3
TCHH_0___TRPS1,30,564.0,0,TCHH,TRPS1
ZFPM2_0___PLEC,30,564.0,0,ZFPM2,PLEC
TRIM67_0___SHANK2,30,564.0,0,TRIM67,SHANK2
ADSS_0___RIMS2,30,564.0,0,ADSS,RIMS2
TRIM67_0___TRPS1,30,564.0,0,TRIM67,TRPS1
TRIM67_0___SPTA1,30,564.0,0,TRIM67,SPTA1
NOTCH2_0___TTN,30,564.0,0,NOTCH2,TTN
PPFIA1_0___CSMD1,30,564.0,0,PPFIA1,CSMD1
PPFIA1_0___ERBB2,30,564.0,0,PPFIA1,ERBB2
CDC42BPA_0___CDH1,30,564.0,0,CDC42BPA,CDH1
PVT1_0___CDH1,30,564.0,0,PVT1,CDH1
COL22A1_0___CDH1,30,564.0,0,COL22A1,CDH1
ERBB2_0___NOTCH2,30,564.0,0,ERBB2,NOTCH2
CDC42BPA_0___TRPS1,30,564.0,0,CDC42BPA,TRPS1
BAI1_0___TP53,30,564.0,0,BAI1,TP53
GATA3_0___OR2T2,30,564.0,0,GATA3,OR2T2
ZP4_0___CDH1,30,564.0,0,ZP4,CDH1
TRPS1_0___RIMS2,30,564.0,0,TRPS1,RIMS2
ADCK5_0___CDH1,30,564.0,0,ADCK5,CDH1
PKHD1L1_0___TP53,30,564.0,0,PKHD1L1,TP53
OR2C3_0___GPR137B,29,621.0,0,OR2C3,GPR137B
TRIM67_0___OXR1,29,621.0,0,TRIM67,OXR1
RN7SL350P_0___GATA3,29,621.0,0,RN7SL350P,GATA3
BAALC_0___CDH1,29,621.0,0,BAALC,CDH1
SPTA1_0___CDH1,29,621.0,0,SPTA1,CDH1
SPTA1_0___ERBB2,29,621.0,0,SPTA1,ERBB2
ZFPM2_0___CYP11B1,29,621.0,0,ZFPM2,CYP11B1
PVT1_0___GATA3,29,621.0,0,PVT1,GATA3
PLEKHA6_0___PLD5,29,621.0,0,PLEKHA6,PLD5
RN7SL350P_0___CDH1,29,621.0,0,RN7SL350P,CDH1
ADSS_0___EFR3A,29,621.0,0,ADSS,EFR3A
RYR2_0___TP53,29,621.0,0,RYR2,TP53
AHCTF1_0___CDH1,29,621.0,0,AHCTF1,CDH1
OR2T34_0___NDUFB9,29,621.0,0,OR2T34,NDUFB9
NOTCH2_0___ANO1,29,621.0,0,NOTCH2,ANO1
OR2AK2_0___RIMS2,29,621.0,0,OR2AK2,RIMS2
PPFIA1_0___DENND3,29,621.0,0,PPFIA1,DENND3
SLC52A2_0___TP53,29,621.0,0,SLC52A2,TP53
CSMD1_0___OR2T34,29,621.0,0,CSMD1,OR2T34
PLEKHA6_1___CDH1,29,621.0,1,PLEKHA6,CDH1
TCHH_0___RIMS2,29,621.0,0,TCHH,RIMS2
RIMS2_0___AHCTF1,29,621.0,0,RIMS2,AHCTF1
OR14K1_0___TCHH,29,621.0,0,OR14K1,TCHH
CSMD1_0___RYR2,29,621.0,0,CSMD1,RYR2
CSMD1_0___PLEC,29,621.0,0,CSMD1,PLEC
CDH1_0___SPTA1,29,621.0,0,CDH1,SPTA1
CDH1_0___TCHH,29,621.0,0,CDH1,TCHH
AHCTF1_0___CSMD3,29,621.0,0,AHCTF1,CSMD3
SHANK2_0___TP53,29,621.0,0,SHANK2,TP53
OR2T3_0___OXR1,29,621.0,0,OR2T3,OXR1
TP53_0___CSMD1,29,621.0,0,TP53,CSMD1
TCHH_0___KCNQ3,29,621.0,0,TCHH,KCNQ3
BAALC_0___ZP4,29,621.0,0,BAALC,ZP4
DENND3_0___CDH1,29,621.0,0,DENND3,CDH1
CSMD1_0___TRPS1,29,621.0,0,CSMD1,TRPS1
TCHH_0___ZNF670,29,621.0,0,TCHH,ZNF670
TCHH_0___OBSCN,29,621.0,0,TCHH,OBSCN
TCHH_0___PLEC,29,621.0,0,TCHH,PLEC
CSMD1_0___PVT1,29,621.0,0,CSMD1,PVT1
MYEOV_0___OR2T1,29,621.0,0,MYEOV,OR2T1
TCHH_0___SLC26A7,29,621.0,0,TCHH,SLC26A7
TRIM67_0___TARBP1,29,621.0,0,TRIM67,TARBP1
ZNF670_0___TCHH,29,621.0,0,ZNF670,TCHH
RIMS2_0___ERBB2,29,621.0,0,RIMS2,ERBB2
ZNF670_0___EFR3A,29,621.0,0,ZNF670,EFR3A
NDUFB9_0___OR2T3,29,621.0,0,NDUFB9,OR2T3
MYEOV_1___CDH1,29,621.0,1,MYEOV,CDH1
TRIM67_0___SLC52A2,29,621.0,0,TRIM67,SLC52A2
TCHH_0___OR2T34,29,621.0,0,TCHH,OR2T34
TCHH_0___RAD54B,29,621.0,0,TCHH,RAD54B
ADSS_0___CSMD1,29,621.0,0,ADSS,CSMD1
GPR137B_0___CSMD1,29,621.0,0,GPR137B,CSMD1
CDC42BPA_0___ANO1,29,621.0,0,CDC42BPA,ANO1
GPR137B_0___OR2T34,29,621.0,0,GPR137B,OR2T34
GPR137B_0___CDH1,29,621.0,0,GPR137B,CDH1
CDC42BPA_0___RYR2,29,621.0,0,CDC42BPA,RYR2
NDUFB9_0___TTN,29,621.0,0,NDUFB9,TTN
OR2T34_0___CDH1,29,621.0,0,OR2T34,CDH1
TTN_0___RIMS2,29,621.0,0,TTN,RIMS2
EFR3A_0___ERBB2,29,621.0,0,EFR3A,ERBB2
OR2T1_0___OR2T3,29,621.0,0,OR2T1,OR2T3
CDC42BPA_0___OR2AK2,29,621.0,0,CDC42BPA,OR2AK2
TTN_1___ENPP2,29,621.0,1,TTN,ENPP2
OR2T34_0___RIMS2,28,684.0,0,OR2T34,RIMS2
RIMS2_0___GATA3,28,684.0,0,RIMS2,GATA3
HSF1_0___TP53,28,684.0,0,HSF1,TP53
GPR137B_0___RIMS2,28,684.0,0,GPR137B,RIMS2
COL22A1_0___ZP4,28,684.0,0,COL22A1,ZP4
COL22A1_0___TTN,28,684.0,0,COL22A1,TTN
CSMD1_0___ADCK5,28,684.0,0,CSMD1,ADCK5
HHLA1_0___CDH1,28,684.0,0,HHLA1,CDH1
MYEOV_0___PPFIA1,28,684.0,0,MYEOV,PPFIA1
GATA3_0___SLC26A7,28,684.0,0,GATA3,SLC26A7
TTN_0___CNBD1,28,684.0,0,TTN,CNBD1
GDF6_0___TP53,28,684.0,0,GDF6,TP53
ZNF670_0___KCNQ3,28,684.0,0,ZNF670,KCNQ3
ADCK5_0___TCHH,28,684.0,0,ADCK5,TCHH
KCNU1_0___TP53,28,684.0,0,KCNU1,TP53
OXR1_0___CDH1,28,684.0,0,OXR1,CDH1
TTN_1___GATA3,28,684.0,1,TTN,GATA3
MYEOV_0___CA14,28,684.0,0,MYEOV,CA14
NOTCH2_0___TARBP1,28,684.0,0,NOTCH2,TARBP1
HMCN1_0___PIK3CA,28,684.0,0,HMCN1,PIK3CA
FER1L6_0___PIK3CA,28,684.0,0,FER1L6,PIK3CA
GPR137B_0___RAD54B,28,684.0,0,GPR137B,RAD54B
TRIM67_0___OR2AK2,28,684.0,0,TRIM67,OR2AK2
RAD54B_0___ERBB2,28,684.0,0,RAD54B,ERBB2
NDUFB9_0___ZNF670,28,684.0,0,NDUFB9,ZNF670
MYEOV_0___PLEKHA6,28,684.0,0,MYEOV,PLEKHA6
RAD54B_0___GATA3,28,684.0,0,RAD54B,GATA3
ZNF670_0___CSMD3,28,684.0,0,ZNF670,CSMD3
OR2T3_0___ERLIN2,28,684.0,0,OR2T3,ERLIN2
ZNF670_0___CDH1,28,684.0,0,ZNF670,CDH1
MYEOV_0___ENPP2,28,684.0,0,MYEOV,ENPP2
TRIM67_0___PDE4DIP,28,684.0,0,TRIM67,PDE4DIP
TARBP1_0___ZP4,28,684.0,0,TARBP1,ZP4
OR2C3_0___OR2T34,28,684.0,0,OR2C3,OR2T34
CSMD3_0___TP53,28,684.0,0,CSMD3,TP53
RN7SL350P_0___TCHH,28,684.0,0,RN7SL350P,TCHH
OR2T2_0___OR2L3,28,684.0,0,OR2T2,OR2L3
PLD5_0___OR2T34,28,684.0,0,PLD5,OR2T34
SHANK2_0___TTN,28,684.0,0,SHANK2,TTN
ZP4_0___TP53,28,684.0,0,ZP4,TP53
AHCTF1_0___TTN,28,684.0,0,AHCTF1,TTN
PLEKHA6_0___RIMS2,28,684.0,0,PLEKHA6,RIMS2
ZFPM2_0___TMEM74,28,684.0,0,ZFPM2,TMEM74
OR2T2_0___MYEOV,28,684.0,0,OR2T2,MYEOV
KCNU1_0___PIK3CA,28,684.0,0,KCNU1,PIK3CA
COL22A1_0___OR2T3,28,684.0,0,COL22A1,OR2T3
ZFPM2_0___PLEKHA6,28,684.0,0,ZFPM2,PLEKHA6
ADSS_0___TTN,28,684.0,0,ADSS,TTN
COL22A1_0___HSF1,28,684.0,0,COL22A1,HSF1
OR2AK2_0___PVT1,28,684.0,0,OR2AK2,PVT1
OR2T2_0___PKHD1L1,28,684.0,0,OR2T2,PKHD1L1
OR2T2_0___INTS8,28,684.0,0,OR2T2,INTS8
TARBP1_0___CDH1,28,684.0,0,TARBP1,CDH1
RAD54B_0___NOTCH2,28,684.0,0,RAD54B,NOTCH2
ANO1_0___ERBB2,28,684.0,0,ANO1,ERBB2
PVT1_0___TCHH,28,684.0,0,PVT1,TCHH
EFR3A_0___OR2T34,28,684.0,0,EFR3A,OR2T34
AHCTF1_0___OR2T2,28,684.0,0,AHCTF1,OR2T2
TARBP1_0___ERBB2,28,684.0,0,TARBP1,ERBB2
PLEKHA6_0___ANO1,28,684.0,0,PLEKHA6,ANO1
ZP4_0___GATA3,28,684.0,0,ZP4,GATA3
GATA3_0___HMCN1,28,684.0,0,GATA3,HMCN1
OR2T2_0___FLG,28,684.0,0,OR2T2,FLG
TTN_1___SLC26A7,28,684.0,1,TTN,SLC26A7
OXR1_0___TP53,27,756.0,0,OXR1,TP53
AHCTF1_0___ADCK5,27,756.0,0,AHCTF1,ADCK5
GATA3_0___MYEOV,27,756.0,0,GATA3,MYEOV
TRIM67_0___KCNQ3,27,756.0,0,TRIM67,KCNQ3
PLEKHA6_0___CSMD1,27,756.0,0,PLEKHA6,CSMD1
OR2L3_0___PIK3CA,27,756.0,0,OR2L3,PIK3CA
TTN_0___CDC42BPA,27,756.0,0,TTN,CDC42BPA
GATA3_0___TRPS1,27,756.0,0,GATA3,TRPS1
USH2A_0___TTN,27,756.0,0,USH2A,TTN
CDH1_0___HMCN1,27,756.0,0,CDH1,HMCN1
COL22A1_0___RYR2,27,756.0,0,COL22A1,RYR2
OR2T3_0___ZP4,27,756.0,0,OR2T3,ZP4
CDC42BPA_0___KCNQ3,27,756.0,0,CDC42BPA,KCNQ3
TCHH_0___NOTCH2,27,756.0,0,TCHH,NOTCH2
OR14K1_0___TP53,27,756.0,0,OR14K1,TP53
CDH1_0___ERLIN2,27,756.0,0,CDH1,ERLIN2
BAI1_0___PIK3CA,27,756.0,0,BAI1,PIK3CA
GDF6_0___TCHH,27,756.0,0,GDF6,TCHH
GPR137B_0___ZP4,27,756.0,0,GPR137B,ZP4
TCHH_0___OR2T3,27,756.0,0,TCHH,OR2T3
OR2T3_0___TRPS1,27,756.0,0,OR2T3,TRPS1
OR2T2_0___TG,27,756.0,0,OR2T2,TG
EFR3A_0___DENND3,27,756.0,0,EFR3A,DENND3
TP53_0___ANO1,27,756.0,0,TP53,ANO1
ZFPM2_0___INTS8,27,756.0,0,ZFPM2,INTS8
MYEOV_0___FAM135B,27,756.0,0,MYEOV,FAM135B
CDC42BPA_0___USH2A,27,756.0,0,CDC42BPA,USH2A
PIK3CA_1___NOTCH2,27,756.0,1,PIK3CA,NOTCH2
MYEOV_0___ZP4,27,756.0,0,MYEOV,ZP4
CDC42BPA_0___FLG,27,756.0,0,CDC42BPA,FLG
RIMS2_0___OR2AK2,27,756.0,0,RIMS2,OR2AK2
DNAH14_0___OBSCN,27,756.0,0,DNAH14,OBSCN
TRIM67_0___PLEC,27,756.0,0,TRIM67,PLEC
OR2C3_0___KCNQ3,27,756.0,0,OR2C3,KCNQ3
MYEOV_0___PKHD1L1,27,756.0,0,MYEOV,PKHD1L1
INTS8_0___PIK3CA,27,756.0,0,INTS8,PIK3CA
MYEOV_0___SLC52A2,27,756.0,0,MYEOV,SLC52A2
OR2C3_0___EFR3A,27,756.0,0,OR2C3,EFR3A
OR2T1_0___ZP4,27,756.0,0,OR2T1,ZP4
OR2T1_0___OR2T34,27,756.0,0,OR2T1,OR2T34
CSMD1_0___ZFAT,27,756.0,0,CSMD1,ZFAT
OR2C3_0___CDH1,27,756.0,0,OR2C3,CDH1
HSF1_0___PIK3CA,27,756.0,0,HSF1,PIK3CA
GDF6_0___OR2T3,27,756.0,0,GDF6,OR2T3
OR2AK2_0___OR2T34,27,756.0,0,OR2AK2,OR2T34
PPFIA1_0___TCHH,27,756.0,0,PPFIA1,TCHH
PLEKHA6_0___ZNF670,27,756.0,0,PLEKHA6,ZNF670
MYEOV_0___HHLA1,27,756.0,0,MYEOV,HHLA1
TTN_1___NOTCH2,27,756.0,1,TTN,NOTCH2
TARBP1_0___TTN,27,756.0,0,TARBP1,TTN
OR2T34_0___TTN,27,756.0,0,OR2T34,TTN
HHLA1_0___TCHH,27,756.0,0,HHLA1,TCHH
TTN_1___PKHD1L1,27,756.0,1,TTN,PKHD1L1
EFR3A_0___TCHH,27,756.0,0,EFR3A,TCHH
ANO1_0___TCHH,27,756.0,0,ANO1,TCHH
PLEKHA6_0___CDH1,27,756.0,0,PLEKHA6,CDH1
ADSS_0___OR2AK2,27,756.0,0,ADSS,OR2AK2
EFR3A_0___TRPS1,27,756.0,0,EFR3A,TRPS1
PPFIA1_0___CSMD3,27,756.0,0,PPFIA1,CSMD3
MYEOV_0___SLC26A7,27,756.0,0,MYEOV,SLC26A7
RN7SL350P_0___ERBB2,27,756.0,0,RN7SL350P,ERBB2
SLC26A7_0___PIK3CA,27,756.0,0,SLC26A7,PIK3CA
SPTA1_0___OR2T2,27,756.0,0,SPTA1,OR2T2
CSMD1_0___PKHD1L1,27,756.0,0,CSMD1,PKHD1L1
MYEOV_0___MYC,27,756.0,0,MYEOV,MYC
TRIM67_0___CSMD3,27,756.0,0,TRIM67,CSMD3
AHCTF1_0___PLD5,27,756.0,0,AHCTF1,PLD5
OR2T3_0___ZNF670,27,756.0,0,OR2T3,ZNF670
CDC42BPA_0___RIMS2,27,756.0,0,CDC42BPA,RIMS2
GPR137B_0___TTN,27,756.0,0,GPR137B,TTN
ZNF670_0___GPR137B,27,756.0,0,ZNF670,GPR137B
OBSCN_0___ERBB2,27,756.0,0,OBSCN,ERBB2
HHLA1_0___OR2AK2,27,756.0,0,HHLA1,OR2AK2
OR2L3_0___TP53,27,756.0,0,OR2L3,TP53
RIMS2_0___RAD54B,27,756.0,0,RIMS2,RAD54B
OR2T3_0___OR2C3,27,756.0,0,OR2T3,OR2C3
PLEKHA6_0___PVT1,27,756.0,0,PLEKHA6,PVT1
ZFPM2_0___CA14,27,756.0,0,ZFPM2,CA14
NDUFB9_0___RIMS2,27,756.0,0,NDUFB9,RIMS2
OR2AK2_0___GATA3,27,756.0,0,OR2AK2,GATA3
TARBP1_0___NOTCH2,26,834.0,0,TARBP1,NOTCH2
OR2T3_0___CSMD3,26,834.0,0,OR2T3,CSMD3
OR2T34_0___ZP4,26,834.0,0,OR2T34,ZP4
TFB2M_0___PIK3CA,26,834.0,0,TFB2M,PIK3CA
OR2T3_0___HSF1,26,834.0,0,OR2T3,HSF1
MYEOV_0___FMN2,26,834.0,0,MYEOV,FMN2
GLI4_0___PIK3CA,26,834.0,0,GLI4,PIK3CA
OR2T34_0___PLEC,26,834.0,0,OR2T34,PLEC
OR2T2_0___HMCN1,26,834.0,0,OR2T2,HMCN1
OR2T34_0___ZNF670,26,834.0,0,OR2T34,ZNF670
OR2T2_0___COL22A1,26,834.0,0,OR2T2,COL22A1
AHCTF1_0___OBSCN,26,834.0,0,AHCTF1,OBSCN
ADSS_0___CDH1,26,834.0,0,ADSS,CDH1
CSMD1_0___SHANK2,26,834.0,0,CSMD1,SHANK2
OR2AK2_0___ZP4,26,834.0,0,OR2AK2,ZP4
OR2T34_0___OR2C3,26,834.0,0,OR2T34,OR2C3
NOTCH2_0___ORAOV1,26,834.0,0,NOTCH2,ORAOV1
HHLA1_0___PIK3CA,26,834.0,0,HHLA1,PIK3CA
COL22A1_0___RAD54B,26,834.0,0,COL22A1,RAD54B
ADSS_0___ADCK5,26,834.0,0,ADSS,ADCK5
OR2AK2_0___OR2C3,26,834.0,0,OR2AK2,OR2C3
AHCTF1_0___OR2T34,26,834.0,0,AHCTF1,OR2T34
ADSS_0___PLD5,26,834.0,0,ADSS,PLD5
COL22A1_0___ANO1,26,834.0,0,COL22A1,ANO1
NOTCH2_1___CSMD3,26,834.0,1,NOTCH2,CSMD3
OR2T1_0___TCHH,26,834.0,0,OR2T1,TCHH
OR2T3_0___SPTA1,26,834.0,0,OR2T3,SPTA1
COL22A1_0___NDUFB9,26,834.0,0,COL22A1,NDUFB9
OR2T34_0___OR2T3,26,834.0,0,OR2T34,OR2T3
CSMD1_0___GPR137B,26,834.0,0,CSMD1,GPR137B
CDC42BPA_1___TP53,26,834.0,1,CDC42BPA,TP53
GATA3_0___PLD5,26,834.0,0,GATA3,PLD5
ADCK5_0___HSF1,26,834.0,0,ADCK5,HSF1
OR2T2_0___TRIM67,26,834.0,0,OR2T2,TRIM67
PLEKHA6_0___TRPS1,26,834.0,0,PLEKHA6,TRPS1
ZNF670_0___ERBB2,26,834.0,0,ZNF670,ERBB2
PLEKHA6_0___MYEOV,26,834.0,0,PLEKHA6,MYEOV
