Gene_pair,tree_1,tree_2,tree_3,tree_4,tree_5,tree_6,tree_7,tree_8,tree_9,tree_10,tree_11,tree_12,tree_13,tree_14,tree_15,tree_16,tree_17,tree_18,tree_19,tree_20,beta_total
ARHGAP39_0___HSF1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ARHGAP39_0___INTS8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ARHGAP39_0___KCNU1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ARHGAP39_0___OR2L3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ARHGAP39_0___ANO1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ARHGAP39_0___OR2T27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ARHGAP39_0___OR2T3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ARHGAP39_0___OXR1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ARHGAP39_0___PIK3CA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ARHGAP39_0___PLEC,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ARHGAP39_0___PLEKHF2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ARHGAP39_0___RAD54B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ARHGAP39_0___BAI1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ARHGAP39_0___ADCK5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ANXA13_1___RAB11FIP1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARC_0___GLI4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ANXA13_1___RYR2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANXA13_1___TTN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANXA13_1___UBR5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARC_0___CASC7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ARC_0___CCDC166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARC_0___CPSF1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARC_0___CYP11B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ARC_0___MTSS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ARC_0___TRPS1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARC_0___PIK3CA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARC_0___PKHD1L1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARC_0___PLEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ARC_0___PVT1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARC_0___RNF139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ARC_0___RUNX1T1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ARC_0___TCHH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASH1L_0___PLD5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ASH1L_0___RAD54B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BAG4_0___EPPK1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASH1L_0___RGS22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BAALC_0___ADCY8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
BAALC_0___ADSS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BAALC_0___AGO2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAALC_0___BAG4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAALC_0___BAI1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAALC_0___BCL9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BAALC_0___C8orf86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BAALC_0___CA14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAALC_0___COL14A1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BAALC_0___CTTN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BAALC_0___DENND3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BAALC_0___EFR3A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BAALC_0___ENPP2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BAALC_0___FAM135B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BAALC_0___FGF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BAALC_0___FLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BAALC_0___GSDMC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ATP6V1C1_1___TG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_1___OXR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_1___EIF3H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___TAF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___RGS7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___RIMS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___SLC26A7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ATP6V1C1_0___SLC30A8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___SLC52A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___SNTB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___SPTA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___TBC1D31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_1___ASAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___TCHH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___TP53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___TRIM67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___TRPS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___TTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___WHSC1L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___ZNF670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BAALC_0___HHLA1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BAALC_0___HMCN1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAALC_0___HSF1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BAG4_0___AGO2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAALC_0___UBR5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BAALC_0___USH2A,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
BAALC_0___WHSC1L1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAALC_0___ZNF670,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAALC_0___ZP4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BAALC_1___FER1L6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAG4_0___ADCY8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BAG4_0___ANO1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAALC_0___TRPS1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BAG4_0___ARID4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BAG4_0___BAI1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BAG4_0___CNBD1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BAG4_0___CYP11B1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BAG4_0___DENND3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BAG4_0___EFR3A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BAG4_0___EIF3H,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
BAALC_0___TTN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BAALC_0___TMEM71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAALC_0___KCNU1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAALC_0___OXR1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAALC_0___KHDRBS3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAALC_0___LINC00536,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BAALC_0___OR2L3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAALC_0___OR2T2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BAALC_0___OR2T3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BAALC_0___OR2T33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAALC_0___OR2T34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BAALC_0___PLEKHA6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAALC_0___TAF2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BAALC_0___PLEKHF2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAALC_0___PVT1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAALC_0___RAD21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BAALC_0___RAD54B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BAALC_0___SHANK2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BAALC_0___SLC52A2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAALC_0___SPTA1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ATP6V1C1_0___RAD54B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___RAB11FIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___PTK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ASH2L_0___FLG,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASH1L_0___snoU13|ENSG00000238372.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ASH1L_1___DNAH14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ASH1L_1___HMCN1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASH1L_1___KCNU1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ASH1L_1___MYC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ASH1L_1___TTN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ASH2L_0___CNBD1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ASH2L_0___TTN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASH1L_0___ZNF250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ATAD2_0___CSMD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ATAD2_0___CSMD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ATAD2_0___GPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ATAD2_0___KCNV1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ATAD2_0___KIAA1429,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ATAD2_0___MTSS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ATAD2_0___NAPRT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ASH1L_0___ZP4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASH1L_0___ZHX1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ATAD2_0___PKHD1L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ASH1L_0___TBC1D31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ASH1L_0___RN7SL350P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ASH1L_0___SETDB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ASH1L_0___SHANK2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ASH1L_0___SPTA1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASH1L_0___TAF2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ASH1L_0___TARBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ASH1L_0___TARS2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASH1L_0___TFB2M,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ASH1L_0___ZFAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ASH1L_0___TP53INP1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ASH1L_0___TRAPPC9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ASH1L_0___TRIM67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ASH1L_0___TSNARE1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ASH1L_0___UBR5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ASH1L_0___USH2A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASH1L_0___WHSC1L1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ATAD2_0___OXR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ATAD2_0___SNTB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ATP6V1C1_0___PPFIA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___NOTCH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___HEATR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ATP6V1C1_0___HMCN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___HSF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___KCNU1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___MYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___MYEOV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___NCALD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___OR2C3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___GPR20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___OR2L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ATP6V1C1_0___OR2T2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___ORAOV1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___OXR1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ATP6V1C1_0___PIK3CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___PKHD1L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___PLEKHA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___GRHL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___FAM49B,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ATAD2_0___UBR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ATP6V1C1_0___BAG4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ATAD2_0___USH2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ATAD2_0___VPS13B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ATAD2_0___ZNF623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ATP6V1C1_0___ADCY8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___AHCTF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___ARID4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___ASH1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___C1orf101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ATP6V1C1_0___ERBB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___CDH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___COL14A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___CPQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___CSMD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___DENND3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___DNAH14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATP6V1C1_0___EFR3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ANO1_0___TCHH,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ANO1_0___SPTA1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANO1_0___SDCCAG8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANO1_0___RUNX1T1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ADCY8_0___GPR137B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ADCY8_0___GRHL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ADCY8_0___HHLA1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ADCY8_0___HMCN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ADCY8_0___HSF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ADCY8_0___INTS8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ADCY8_0___KCNU1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ADCY8_0___MYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ADCY8_0___NLRP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ADCY8_0___NOTCH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ADCY8_0___OR2AK2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ADCY8_0___OR2C3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ADCY8_0___OR2T1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ADCY8_0___OR2T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ADCY8_0___OR2T34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ADCY8_0___ORAOV1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ADCY8_0___OXR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ADCY8_0___FMN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ADCY8_0___FLG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ADCY8_0___FLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ADCY8_0___BAALC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ADCK5_0___TMEM71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ADCK5_0___TMEM75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ADCK5_0___TRIM67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ADCK5_0___UBR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ADCK5_0___USH2A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ADCY8_0___AHCTF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ADCY8_0___ARID4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ADCY8_0___CASC7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ADCY8_0___FAM49B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ADCY8_0___CDH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ADCY8_0___CYP11B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ADCY8_0___DENND3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ADCY8_0___EFR3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ADCY8_0___ENPP2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ADCY8_0___ERBB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ADCY8_0___FAM135B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ADCY8_0___PLEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ADCY8_0___PTK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ADCY8_0___RAD54B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ADRB3_1___TP53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ADRB3_0___PLEKHA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ADRB3_0___RIMS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ADRB3_1___FGFR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ADRB3_1___HMCN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ADRB3_1___KCNU1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ADRB3_1___PKHD1L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ADRB3_1___RUNX1T1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ADSS_0___ADCK5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
