Gene_pair,tree_1,tree_2,tree_3,tree_4,tree_5,tree_6,tree_7,tree_8,tree_9,tree_10,tree_11,tree_12,tree_13,tree_14,tree_15,tree_16,tree_17,tree_18,tree_19,tree_20,beta_total
PPFIA1_1___CDH1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
PPFIA1_1___COL22A1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NDUFB9_0___TTN,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MIR30D_0___RNF139,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
FLG_0___HMCN1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MIR30D_0___RNA5SP276,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
PPFIA1_1___PIK3CA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
FMN2_0___FER1L6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
FMN2_0___FLG,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
GATA3_0___ERBB2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
MIR30D_0___DENND3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
MIR30D_0___CYP11B1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
MIR30D_0___CSMD1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
MIR30D_0___COL22A1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
MIR30D_0___CDH1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
PTK2_0___NOTCH2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
MIR30D_0___BAG4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
GATA3_0___DENND3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
GATA3_0___DNAH14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
GATA3_0___GLI4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
FMN2_0___GATA3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MIR2053_0___TBC1D31,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
PVT1_0___ADCY8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
MIR2053_0___RN7SL350P,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
GATA3_0___NDUFB9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
PVT1_0___CCDC166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
GATA3_0___OR2C3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MIR2053_0___NDUFB9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
GATA3_0___OR2T2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
GATA3_0___OR2T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
GATA3_0___BAG4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
PTK2_0___GATA3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
GATA3_0___ARNT,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
MIR30D_0___EFR3A,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MIR30D_0___OR2C3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SPTA1_0___DENND3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
PPFIA1_1___PKHD1L1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
MIR30D_0___NDUFB9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
MIR30D_0___MYEOV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
FMN2_0___NOTCH2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
FMN2_0___OR2AK2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FMN2_0___OR2T1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
FMN2_0___PIK3CA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
MIR30D_0___MTSS1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
MIR30D_0___LRP12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MIR30D_0___KCNU1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
PPFIA1_1___RYR2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MIR30D_0___GLI4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
MIR30D_0___GATA3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
MIR30D_0___FLG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
MIR30D_0___ERBB2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GATA3_0___ADCK5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
GATA3_0___ADCY8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
NDUFB9_0___TP53,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
IRF2BP2_0___HSF1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
CNBD1_1___RYR2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
TTN_0___OR2G2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
BAG4_0___NOTCH2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
TTN_0___PKHD1L1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
OR2AK2_0___CCDC166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
TTN_0___PDE4DIP,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
CDH17_1___ARID4B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
AHCTF1_1___ERLIN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
AHCTF1_1___CSMD3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
TTN_0___OR2C3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
CDH1_0___MYC,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
TTN_0___NSMCE2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
TTN_0___NOV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
OR2AK2_0___BCL9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
WHSC1L1_0___MYEOV,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
ATP6V1C1_0___GLI4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
ATP6V1C1_0___GPR137B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
CDH1_0___ANO1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
AHCTF1_1___GLI4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
OR2AK2_0___COL14A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
ATP6V1C1_0___GATA3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
ORAOV1_0___MYC,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
TTN_0___WHSC1L1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
TTN_0___TSPYL5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
TTN_0___TMEM75,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
OR2T2_0___LRRC6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
TTN_0___TFB2M,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
OR2AK2_0___EFR3A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
ZFAT_0___HSF1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
TTN_0___SLC30A8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
TTN_0___SHANK2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
PHF20L1_0___HSF1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OR2T2_0___MYC,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
OR2T2_0___MYEOV,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
TTN_0___RNF139,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
BAG4_0___OBSCN,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OR2AK2_0___CSMD3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
CDH1_0___ARID4B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
BAG4_0___NDUFB9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AHCTF1_0___WHSC1L1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
OR2L3_0___GPR137B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
OR2T1_0___GPR137B,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
OR2T1_0___GATA3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
PHF20L1_0___OR2T34,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CDH1_0___HSF1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
AHCTF1_0___RNF139,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
CDH1_0___INTS8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
OR2T3_0___TTN,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
PHF20L1_0___OXR1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AHCTF1_0___PVT1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
CDH1_0___KCNQ3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
ATP6V1C1_0___MTSS1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
AHCTF1_0___PLEKHF2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
TTN_0___GRHL2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
TTN_0___GDF6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
AHCTF1_0___PLEC,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
PHF20L1_0___OR2T3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CDH1_0___FER1L6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
OR2T2_0___OR2T33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
OR2L3_0___GATA3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
AHCTF1_0___TRIM67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
OR2AK2_0___ADCY8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
ZNF496_0___PIK3CA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
OR2T2_0___ORAOV1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
AHCTF1_0___TCHH,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
TTN_0___MATN2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
AHCTF1_0___TARBP1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
AHCTF1_0___TAF2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CDH1_0___DNAH14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
TTN_0___LRP12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
TTN_0___LINC00536,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OR14K1_0___ZNF670,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
TTN_0___KCNQ3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
AHCTF1_0___SLC52A2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
CDH1_0___FAM135B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
TTN_0___ZFPM2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
OR2AK2_0___FER1L6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
PHF20L1_0___ERLIN2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ZFPM2_1___PLD5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
ZFPM2_1___PLEKHA6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
OR2AK2_0___OR2T3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
PHF20L1_0___AHCTF1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OR2AK2_0___OR2T2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
CDC42BPA_0___MYC,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
OR2L3_0___EFR3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
OR2AK2_0___OR14K1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
OR2T2_0___COL14A1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
TTN_1___KCNQ3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
TTN_1___GRHL2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
CDC42BPA_0___OR2L3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
OXR1_0___ANO1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
OR2AK2_0___OBSCN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
ANO1_0___FAM135B,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
ZFPM2_1___RUNX1T1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
TTN_1___MTSS1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
CDC42BPA_0___KIAA1429,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
OXR1_0___AHCTF1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
ANO1_0___INTS8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
CDC42BPA_0___CSMD3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
ANO1_0___OXR1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
WHSC1L1_0___ERBB2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
ANO1_0___OR2T34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
ZFPM2_1___ORAOV1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
CDC42BPA_0___EFR3A,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
ANO1_0___OR2C3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CDC42BPA_0___ERBB2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
CDC42BPA_0___ERLIN2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
TTN_1___OR14A16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
CDC42BPA_0___GPR137B,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
ANO1_0___OBSCN,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
OR2AK2_0___PLD5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
OR2T2_0___CA14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
OR2T1_0___MYEOV,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
ANO1_0___ERBB2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
OR2T1_0___MYC,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
ORAOV1_0___PIK3CA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
ORAOV1_0___TP53,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
TTN_1___CPSF1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
TTN_1___COL14A1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
OR2T2_0___GPR137B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
BAG4_0___OR2T34,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OR2L3_0___ERLIN2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
TTN_1___ATAD2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
CDC42BPA_1___CDH1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
TTN_1___ASH1L,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
OR2AK2_0___HHLA1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
OR2T2_0___KCNQ3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
OR2AK2_0___GPR137B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
CDC42BPA_1___GATA3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
CDC42BPA_1___GLI4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
CDC42BPA_1___MYC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
OR2T2_0___KCNU1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
CDC42BPA_0___TP53,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
CDC42BPA_0___SPTA1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
ANO1_0___CSMD3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
TTN_1___ECM1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
CDC42BPA_0___OR2T2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
CDC42BPA_0___OR2T3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
CDC42BPA_0___OR2T33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
CDC42BPA_0___OR2T34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
CDC42BPA_0___OXR1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
WHSC1L1_0___HMCN1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
OR2AK2_0___NOTCH2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
CDC42BPA_0___PIK3CA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
BAG4_0___PIK3CA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
OR2T2_0___ERLIN2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
OR2T2_0___ESRP1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
TTN_1___FER1L6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
OR2AK2_0___MYEOV,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
TTN_1___ERBB2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
BAG4_0___PDE4DIP,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
CDH1_0___LRP12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
CDH1_0___NDUFB9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
CDC42BPA_0___CEP170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
CNBD1_0___PIK3CA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
OR14K1_0___KCNU1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
ZNF670_0___KCNU1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
PIK3CA_0___CSMD1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
PIK3CA_0___CSMD3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
OR2T2_0___ZP4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
OR14K1_0___INTS8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
ZNF670_0___LRP12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
AGO2_0___MYEOV,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
BAG4_0___KCNQ3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
WISP1_0___TCHH,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OR14K1_0___HHLA1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
WISP1_0___TARBP1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
WHSC1L1_0___PLEKHF2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
OR14K1_0___FLG2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
PIK3CA_0___ERLIN2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
CNBD1_1___ASH2L,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OR14K1_0___KHDRBS3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
CNBD1_0___NOTCH2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
ZNF670_0___KCNQ3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
ZNF670_0___IRF2BP2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
ATP6V1C1_0___OR2T34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
OR14K1_0___OR2T34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
CNBD1_0___CDH1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
ZNF670_0___GRHL2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
OR2T1_0___EFR3A,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
WISP1_0___TRPS1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AHCTF1_0___AGO2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
AHCTF1_0___ADCK5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
PIK3CA_0___AGO2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
CNBD1_0___HMCN1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
PIK3CA_0___ASH2L,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OR2T2_0___ZFAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
ZNF670_0___HMCN1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
WISP1_0___TP53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
OR14K1_0___MYEOV,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
OR14K1_0___FER1L6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
ATP6V1C1_0___PVT1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
ZNF670_0___NDUFB9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
